id,name,TrackingID
29002,foxnewsWilliamsChevroletYearEndEventWC112614IBVVid,NULL
29002,WilliamsChevroletYearEndEventWC112614IBVVideo,NULL
29002,xfinityWilliamsChevroletYearEndEventWC112614IBVVid,NULL
29003,AnchorBuickGMCYearEndEventRAB112514IBVVideo,
29003,coxAnchorBuickGMCYearEndEventRAB112514IBVVideo,
29003,entnetAnchorBuickGMCYearEndEventRAB112514IBVVideo,
29003,ernAnchorBuickGMCYearEndEventRAB112514IBVVideo,
29003,foxnewsAnchorBuickGMCYearEndEventRAB112514IBVVideo,
29003,xfinityAnchorBuickGMCYearEndEventRAB112514IBVVideo,
29004,160x600,_BL6163f83__
29004,300x250,_BLfee5b63__
29004,300x250HTML5,_BL48e1e18__
29004,300x250NF,_BL01cf592__
29004,320x50,_BLc7e88bd__
29004,728x90classic,_BL49fea50__
29004,NonExpandable,_BL0eb2893__
29005,coxWinKelly4Q20147714IBV300x6,NULL
29005,entnetWinKelly4Q20147714IBV300x6,
29005,ernWinKelly4Q20147714IBV300x6,NULL
29005,foxnewsWinKelly4Q20147714IBV300x6,NULL
29005,WinKelly4Q20147714IBV300x6,NULL
29005,xfinityWinKelly4Q20147714IBV300x6,NULL
29006,300x250,_BL1529d7c__
29007,160X600,NULL
29007,728X90,NULL
29008,carslucytestclassic,NULL
29009,300X250,NULL
29009,cox300X250,NULL
29009,entnet300X250,NULL
29009,ern300X250,NULL
29009,foxnews300X250,NULL
29009,xfinity300X250,NULL
29010,300X250,NULL
29010,cox300X250,NULL
29010,entnet300X250,NULL
29010,ern300X250,NULL
29010,foxnews300X250,NULL
29010,xfinity300X250,NULL
29011,Preroll,_BL0284b31__
29012,coxStrandCapitolSTOMPOnLineIBVVideo,NULL
29012,entnetStrandCapitolSTOMPOnLineIBVVideo,NULL
29012,ernStrandCapitolSTOMPOnLineIBVVideo,NULL
29012,foxnewsStrandCapitolSTOMPOnLineIBVVideo,NULL
29012,StrandCapitolSTOMPOnLineIBVVideo,NULL
29012,xfinityStrandCapitolSTOMPOnLineIBVVideo,NULL
29013,160X600,NULL
29013,300X250,NULL
29013,cox160X600,NULL
29013,cox300X250,NULL
29013,entnet160X600,NULL
29013,entnet300X250,NULL
29013,ern160X600,NULL
29013,ern300X250,NULL
29013,foxnews160X600,NULL
29013,foxnews300X250,NULL
29013,xfinity160X600,NULL
29013,xfinity300X250,NULL
29014,160X600SWF,NULL
29014,300X250SWF,NULL
29014,728X90SWF,NULL
29015,300X250,NULL
29015,cox300X250,NULL
29015,entnet300X250,NULL
29015,ern300X250,NULL
29015,foxnews300X250,NULL
29015,xfinity300X250,NULL
29016,300x600Ontario,
29017,300x600Alberta,
29017,300x600geo,
29017,mobile,
29018,300x600Saskatchewan,
29019,AutoTeamClassic,
29019,AutoTeamValdostaIBV,
29020,300x600BC,
29021,300x600Quebec,
29022,300x250,_BLc451539__
29023,coxIBVDecChucksFurnitureIBVVideo,NULL
29023,entnetIBVDecChucksFurnitureIBVVideo,NULL
29023,ernIBVDecChucksFurnitureIBVVideo,NULL
29023,foxnewsIBVDecChucksFurnitureIBVVideo,NULL
29023,IBVDecChucksFurnitureIBVVideo,NULL
29023,xfinityIBVDecChucksFurnitureIBVVideo,NULL
29024,300X250,NULL
29024,cox300X250,NULL
29024,entnet300X250,NULL
29024,ern300X250,NULL
29024,foxnews300X250,NULL
29024,xfinity300X250,NULL
29025,coxSalvationArmyDec2014XFINITYIBV300x2,NULL
29025,entnetSalvationArmyDec2014XFINITYIBV300x2,NULL
29025,ernSalvationArmyDec2014XFINITYIBV300x2,NULL
29025,foxnewsSalvationArmyDec2014XFINITYIBV300x2,NULL
29025,SalvationArmyDec2014XFINITYIBV300x2,NULL
29025,xfinitySalvationArmyDec2014XFINITYIBV300x2,NULL
29026,300x250,_BL169bb7b__
29027,coxSouthYorkDinerXfinityCampaignWeekOfDec8IBVVideo,NULL
29027,entnetSouthYorkDinerXfinityCampaignWeekOfDec8IBVVi,NULL
29027,ernSouthYorkDinerXfinityCampaignWeekOfDec8IBVVideo,NULL
29027,foxnewsSouthYorkDinerXfinityCampaignWeekOfDec8IBVV,NULL
29027,SouthYorkDinerXfinityCampaignWeekOfDec8IBVVideo,NULL
29027,xfinitySouthYorkDinerXfinityCampaignWeekOfDec8IBVV,NULL
29028,coxPittsburghCulturalTrustBeautyBeastOnlineIBVVide,NULL
29028,entnetPittsburghCulturalTrustBeautyBeastOnlineIBVV,NULL
29028,ernPittsburghCulturalTrustBeautyBeastOnlineIBVVide,NULL
29028,foxnewsPittsburghCulturalTrustBeautyBeastOnlineIBV,NULL
29028,PittsburghCulturalTrustBeautyBeastOnlineIBVVideo,NULL
29028,xfinityPittsburghCulturalTrustBeautyBeastOnlineIBV,NULL
29029,ATTAllStarFurn160x600,
29029,ATTAllStarFurn300x250,
29029,xfinityAllStar160x600,
29029,xfinityAllStar300x250IBV,
29030,DemoIBV,
29031,300x250,_BL34c296b__
29032,IBVwithListing,
29033,300x600,_BL585a74b__
29034,300X250,NULL
29034,COX300X250,NULL
29034,ENET300X250,NULL
29034,ERN300X250,NULL
29034,FOXN300X250,NULL
29034,XFIN300X250,NULL
29035,300x250,_BL0a24807__
29036,COXDecemberMWTUERNIBVVideo,NULL
29036,DecemberMWTUERNIBVVideo,NULL
29036,ENETDecemberMWTUERNIBVVideo,NULL
29036,ERNDecemberMWTUERNIBVVideo,NULL
29036,FOXNDecemberMWTUERNIBVVideo,NULL
29036,XFINDecemberMWTUERNIBVVideo,NULL
29037,300X250,NULL
29037,COX300X250,NULL
29037,ENET300X250,NULL
29037,ERN300X250,NULL
29037,FOXN300X250,NULL
29037,XFIN300X250,NULL
29038,300X250,NULL
29038,COX300X250,NULL
29038,ENET300X250,NULL
29038,ERN300X250,NULL
29038,FOXN300X250,NULL
29038,XFIN300X250,NULL
29039,carscarltonclassic,NULL
29040,160X600,NULL
29040,728X90,NULL
29041,DemoCarousel,
29041,DemoClassic,
29042,160X600,NULL
29042,728X90,NULL
29043,COXNelsonAutoBannerlink2015IBV300x2,
29043,ENETNelsonAutoBannerlink2015IBV300x2,
29043,ERNNelsonAutoBannerlink2015IBV300x2,
29043,FOXNNelsonAutoBannerlink2015IBV300x2,
29043,NelsonAutoBannerlink2015IBV300x2,
29043,XFINNelsonAutoBannerlink2015IBV300x2,
29044,160X600,NULL
29044,728X90,NULL
29045,160X600GIF,NULL
29046,300X250GIF,NULL
29047,160X600,NULL
29047,300X250,_BL80E08344217__
29047,320X50,_BL26EEA97B24E__
29047,728X90,NULL
29048,CharterCol3DisplayIBVVideo,NULL
29048,COXDisplayIBVVideo,NULL
29048,DisplayIBVVideo,NULL
29048,ENETDisplayIBVVideo,NULL
29048,ERNDisplayIBVVideo,NULL
29048,FOXNDisplayIBVVideo,NULL
29048,XFINDisplayIBVVideo,NULL
29049,CharterCol3DisplayIBVVideo,NULL
29049,COXDisplayIBVVideo,NULL
29049,DisplayIBVVideo,NULL
29049,ENETDisplayIBVVideo,NULL
29049,ERNDisplayIBVVideo,NULL
29049,FOXNDisplayIBVVideo,NULL
29049,XFINDisplayIBVVideo,NULL
29050,CharterCol3DisplayIBVVideo,NULL
29050,COXDisplayIBVVideo,NULL
29050,DisplayIBVVideo,NULL
29050,ENETDisplayIBVVideo,NULL
29050,ERNDisplayIBVVideo,NULL
29050,FOXNDisplayIBVVideo,NULL
29050,XFINDisplayIBVVideo,NULL
29051,CharterCol3DisplayIBVVideo,NULL
29051,COXDisplayIBVVideo,NULL
29051,DisplayIBVVideo,NULL
29051,ENETDisplayIBVVideo,NULL
29051,ERNDisplayIBVVideo,NULL
29051,FOXNDisplayIBVVideo,NULL
29051,XFINDisplayIBVVideo,NULL
29052,300X250,NULL
29052,COX300X250,NULL
29052,ENET300X250,NULL
29052,ERN300X250,NULL
29052,FOXN300X250,NULL
29052,XFIN300X250,NULL
29053,160X600GIF,NULL
29053,300X250GIF,NULL
29053,728X90GIF,NULL
29054,CharterCol3DisplayIBVVideo,NULL
29054,COXDisplayIBVVideo,NULL
29054,DisplayIBVVideo,NULL
29054,ENETDisplayIBVVideo,NULL
29054,ERNDisplayIBVVideo,NULL
29054,FOXNDisplayIBVVideo,NULL
29054,XFINDisplayIBVVideo,NULL
29055,160X600,NULL
29055,728X90,NULL
29056,COXFengDecember2014XFINITYIBVVideo,NULL
29056,ENETFengDecember2014XFINITYIBVVideo,NULL
29056,ERNFengDecember2014XFINITYIBVVideo,NULL
29056,FengDecember2014XFINITYIBVVideo,NULL
29056,FOXNFengDecember2014XFINITYIBVVideo,NULL
29056,XFINFengDecember2014XFINITYIBVVideo,NULL
29057,300x250,_BL489a91d__
29058,160X600,NULL
29058,728X90,NULL
29059,COXXfinitySpecAdRectangl,
29059,ENETXfinitySpecAdRectangl,
29059,ERNXfinitySpecAdRectangl,
29059,FOXNXfinitySpecAdRectangl,
29059,XfinitySpecAdRectangl,
29059,XFINXfinitySpecAdRectangl,
29060,COXDecComcastRev3IBVVideo,NULL
29060,DecComcastRev3IBVVideo,NULL
29060,ENETDecComcastRev3IBVVideo,NULL
29060,ERNDecComcastRev3IBVVideo,NULL
29060,FOXNDecComcastRev3IBVVideo,NULL
29060,XFINDecComcastRev3IBVVideo,NULL
29061,COXPittsburghCulturalTrustMotownOnlineIBVVideo,NULL
29061,ENETPittsburghCulturalTrustMotownOnlineIBVVideo,NULL
29061,ERNPittsburghCulturalTrustMotownOnlineIBVVideo,NULL
29061,FOXNPittsburghCulturalTrustMotownOnlineIBVVideo,NULL
29061,PittsburghCulturalTrustMotownOnlineIBVVideo,NULL
29061,XFINPittsburghCulturalTrustMotownOnlineIBVVideo,NULL
29062,COXHowardsDiamondXfinitycomIBVVideo,NULL
29062,ENETHowardsDiamondXfinitycomIBVVideo,NULL
29062,ERNHowardsDiamondXfinitycomIBVVideo,NULL
29062,FOXNHowardsDiamondXfinitycomIBVVideo,NULL
29062,HowardsDiamondXfinitycomIBVVideo,NULL
29062,XFINHowardsDiamondXfinitycomIBVVideo,NULL
29063,COXXfinityDecember2014IBV300x2,
29063,ENETXfinityDecember2014IBV300x2,
29063,ERNXfinityDecember2014IBV300x2,
29063,FOXNXfinityDecember2014IBV300x2,
29063,XfinityDecember2014IBV300x2,
29063,XFINXfinityDecember2014IBV300x2,
29064,160X600,NULL
29064,728X90,NULL
29065,300X250GIF,NULL
29066,728X90GIF,NULL
29067,300X250SWF,NULL
29068,300X250SWF,NULL
29069,160X600,NULL
29069,728X90,NULL
29070,160X600,NULL
29070,728X90,NULL
29071,BigYCarousel,
29072,COXEllieBobaFettChevroletBuickCadillac2014YearEndE,NULL
29072,EllieBobaFettChevroletBuickCadillac2014YearEndEven,NULL
29072,ENETEllieBobaFettChevroletBuickCadillac2014YearEnd,NULL
29072,ERNEllieBobaFettChevroletBuickCadillac2014YearEndE,NULL
29072,FOXNEllieBobaFettChevroletBuickCadillac2014YearEnd,NULL
29072,XFINEllieBobaFettChevroletBuickCadillac2014YearEnd,NULL
29073,COXEllieBobaFettChevroletBuickCadillac2014YearEndE,NULL
29073,EllieBobaFettChevroletBuickCadillac2014YearEndEven,NULL
29073,ENETEllieBobaFettChevroletBuickCadillac2014YearEnd,NULL
29073,ERNEllieBobaFettChevroletBuickCadillac2014YearEndE,NULL
29073,FOXNEllieBobaFettChevroletBuickCadillac2014YearEnd,NULL
29073,XFINEllieBobaFettChevroletBuickCadillac2014YearEnd,NULL
29074,COXEllieBobaFettChevroletBuickCadillac2014YearEn,NULL
29074,EllieBobaFettChevroletBuickCadillac2014YearEn,NULL
29074,ENETEllieBobaFettChevroletBuickCadillac2014YearEn,NULL
29074,ERNEllieBobaFettChevroletBuickCadillac2014YearEn,NULL
29074,FOXNEllieBobaFettChevroletBuickCadillac2014YearEn,NULL
29074,XFINEllieBobaFettChevroletBuickCadillac2014YearEn,NULL
29075,Classic,
29075,RFPCarousel,
29075,Rollings,
29076,300x250,_BL3ac05fc__
29077,160X600,NULL
29077,728X90,NULL
29078,160X600,_BL94CA76D494B__
29078,728X90,NULL
29079,160X600,NULL
29079,728X90,NULL
29080,320X50,_BL2609A0F376C__
29080,728X90,NULL
29081,160X600,NULL
29082,COXHowardCommunityCollegeWinter2014IBVVideo,NULL
29082,ENETHowardCommunityCollegeWinter2014IBVVideo,NULL
29082,ERNHowardCommunityCollegeWinter2014IBVVideo,NULL
29082,FOXNHowardCommunityCollegeWinter2014IBVVideo,NULL
29082,HowardCommunityCollegeWinter2014IBVVideo,NULL
29082,XFINHowardCommunityCollegeWinter2014IBVVideo,NULL
29083,COXEllieBobaFettChevroletBuickCadillac2014YearEn,NULL
29083,EllieBobaFettChevroletBuickCadillac2014YearEn,NULL
29083,ENETEllieBobaFettChevroletBuickCadillac2014YearEn,NULL
29083,ERNEllieBobaFettChevroletBuickCadillac2014YearEn,NULL
29083,FOXNEllieBobaFettChevroletBuickCadillac2014YearEn,NULL
29083,XFINEllieBobaFettChevroletBuickCadillac2014YearEn,NULL
29084,Demo,
29085,300x250,_BLea4a402__
29086,300X250,NULL
29086,COX300X250,NULL
29086,ENET300X250,NULL
29086,ERN300X250,NULL
29086,FOXN300X250,NULL
29086,XFIN300X250,NULL
29087,300x250IBVSJazz,_BL9bceeab__
29087,300x250IBVWindRiver,_BLe6c5fef__
29088,160X600,NULL
29088,COX160X600,NULL
29088,ENET160X600,NULL
29088,ERN160X600,NULL
29088,FOXN160X600,NULL
29088,XFIN160X600,NULL
29089,160X600,NULL
29089,300X250,NULL
29089,728X90,NULL
29090,COXWinters2015CampaignONLINEIBVVideo,NULL
29090,ENETWinters2015CampaignONLINEIBVVideo,NULL
29090,ERNWinters2015CampaignONLINEIBVVideo,NULL
29090,FOXNWinters2015CampaignONLINEIBVVideo,NULL
29090,Winters2015CampaignONLINEIBVVideo,NULL
29090,XFINWinters2015CampaignONLINEIBVVideo,NULL
29092,Vid1Miami300,
29092,Vid1Miami728,
29092,Vid1NCY300,
29092,Vid1NYC728,
29092,Vid2Miami300,
29092,Vid2Miami728,
29092,Vid2NYC300,
29092,Vid2NYC728,
29092,Vid3Miami300,
29092,Vid3Miami728,
29092,Vid3NYC300,
29092,Vid3NYC728,
29093,COXXfinityDecFeb2015IBV300x2,
29093,ENETXfinityDecFeb2015IBV300x2,
29093,ERNXfinityDecFeb2015IBV300x2,
29093,FOXNXfinityDecFeb2015IBV300x2,
29093,XfinityDecFeb2015IBV300x2,
29093,XFINXfinityDecFeb2015IBV300x2,
29094,160X600,NULL
29095,160X600,NULL
29096,160X600,NULL
29097,160X600,NULL
29098,COXXfinityDecember2014IBV300x2,NULL
29098,ENETXfinityDecember2014IBV300x2,NULL
29098,ERNXfinityDecember2014IBV300x2,NULL
29098,FOXNXfinityDecember2014IBV300x2,NULL
29098,XfinityDecember2014IBV300x2,NULL
29098,XFINXfinityDecember2014IBV300x2,NULL
29099,IBVonly,_BLc7bfa7a__
29100,MaxPointLB,
29100,Maxpointss,
29100,T47,
29100,T47withHeader,
29101,SterlingIbvNoCover,
29102,160X600,NULL
29103,160X600,NULL
29104,300X250,NULL
29104,COX300X250,NULL
29104,ENET300X250,NULL
29104,ERN300X250,NULL
29104,FOXN300X250,NULL
29104,XFIN300X250,NULL
29105,320x50,_BL3af2c3c__
29106,COXOFFENBACHERSDEC2014onlineIBVVideo,NULL
29106,ENETOFFENBACHERSDEC2014onlineIBVVideo,NULL
29106,ERNOFFENBACHERSDEC2014onlineIBVVideo,NULL
29106,FOXNOFFENBACHERSDEC2014onlineIBVVideo,NULL
29106,OFFENBACHERSDEC2014onlineIBVVideo,NULL
29106,XFINOFFENBACHERSDEC2014onlineIBVVideo,NULL
29107,COXOFFENBACHERSDEC2014onlineNoExpan,NULL
29107,COXOFFENBACHERSDEC2014onlineRectangl,NULL
29107,ENETOFFENBACHERSDEC2014onlineNoExpan,NULL
29107,ENETOFFENBACHERSDEC2014onlineRectangl,NULL
29107,ERNOFFENBACHERSDEC2014onlineNoExpan,NULL
29107,ERNOFFENBACHERSDEC2014onlineRectangl,NULL
29107,FOXNOFFENBACHERSDEC2014onlineNoExpan,NULL
29107,FOXNOFFENBACHERSDEC2014onlineRectangl,NULL
29107,OFFENBACHERSDEC2014onlineNoExpan,NULL
29107,OFFENBACHERSDEC2014onlineRectangl,NULL
29107,XFINOFFENBACHERSDEC2014onlineNoExpan,NULL
29107,XFINOFFENBACHERSDEC2014onlineRectangl,NULL
29108,COXHondaNorthFoxnews2015IBV300x2,NULL
29108,ENETHondaNorthFoxnews2015IBV300x2,NULL
29108,ERNHondaNorthFoxnews2015IBV300x2,NULL
29108,FOXNHondaNorthFoxnews2015IBV300x2,NULL
29108,HondaNorthFoxnews2015IBV300x2,NULL
29108,XFINHondaNorthFoxnews2015IBV300x2,NULL
29109,DemoIBV,
29110,COXTHEHYLTONGROUPIBV300x2,NULL
29110,ENETTHEHYLTONGROUPIBV300x2,NULL
29110,ERNTHEHYLTONGROUPIBV300x2,NULL
29110,FOXNTHEHYLTONGROUPIBV300x2,NULL
29110,THEHYLTONGROUPIBV300x2,NULL
29110,XFINTHEHYLTONGROUPIBV300x2,NULL
29111,160X600,NULL
29111,728X90,NULL
29112,300x250,_BL36fd80f__
29113,160X600,NULL
29113,728X90,NULL
29114,300x250,_BL955653e__
29115,COXGrandOpeningOnlineRectangl,
29115,ENETGrandOpeningOnlineRectangl,
29115,ERNGrandOpeningOnlineRectangl,
29115,FOXNGrandOpeningOnlineRectangl,
29115,GrandOpeningOnlineRectangl,
29115,XFINGrandOpeningOnlineRectangl,
29116,160X600,NULL
29116,728X90,NULL
29117,160X600,NULL
29117,728X90,NULL
29118,300x250,_BLc222017__
29118,300x250Update,_BL921fc04__
29119,300x250,_BL29f3632__
29120,160X600,NULL
29120,728X90,NULL
29121,160X600,NULL
29121,728X90,NULL
29122,160X600,NULL
29123,160X600,NULL
29124,Blades1516ONLINEIBVVideo,NULL
29124,COXBlades1516ONLINEIBVVideo,NULL
29124,ENETBlades1516ONLINEIBVVideo,NULL
29124,ERNBlades1516ONLINEIBVVideo,NULL
29124,FOXNBlades1516ONLINEIBVVideo,NULL
29124,XFINBlades1516ONLINEIBVVideo,NULL
29125,123,
29126,DemoCarousel,
29126,DemoClassic,
29127,COXSutliffChevroletPhilliesDec2014XfinityIB,NULL
29127,ENETSutliffChevroletPhilliesDec2014XfinityIB,NULL
29127,ERNSutliffChevroletPhilliesDec2014XfinityIB,NULL
29127,FOXNSutliffChevroletPhilliesDec2014XfinityIB,NULL
29127,SutliffChevroletPhilliesDec2014XfinityIB,NULL
29127,XFINSutliffChevroletPhilliesDec2014XfinityIB,NULL
29128,COXTotalHockeyCapsonlineIBV300x2,NULL
29128,ENETTotalHockeyCapsonlineIBV300x2,NULL
29128,ERNTotalHockeyCapsonlineIBV300x2,NULL
29128,FOXNTotalHockeyCapsonlineIBV300x2,NULL
29128,TotalHockeyCapsonlineIBV300x2,NULL
29128,XFINTotalHockeyCapsonlineIBV300x2,NULL
29129,COXTotalHockeyCapsonlineIBV300x2,NULL
29129,ENETTotalHockeyCapsonlineIBV300x2,NULL
29129,ERNTotalHockeyCapsonlineIBV300x2,NULL
29129,FOXNTotalHockeyCapsonlineIBV300x2,NULL
29129,TotalHockeyCapsonlineIBV300x2,NULL
29129,XFINTotalHockeyCapsonlineIBV300x2,NULL
29130,DemoIBV,
29131,160X600,NULL
29131,320X50,_BL7C3700B8B4C__
29132,350West,
29133,160X600,NULL
29133,728X90,NULL
29134,DemoIBV,
29135,MountainHouse,
29136,COXWagnerAssociatesNewBuilding300x250IBVIBV,NULL
29136,ENETWagnerAssociatesNewBuilding300x250IBVIBV,NULL
29136,ERNWagnerAssociatesNewBuilding300x250IBVIBV,NULL
29136,FOXNWagnerAssociatesNewBuilding300x250IBVIBV,NULL
29136,WagnerAssociatesNewBuilding300x250IBVIBV,NULL
29136,XFINWagnerAssociatesNewBuilding300x250IBVIBV,NULL
29137,30sRevisedChucksDec2014IBVVideo,NULL
29137,COX30sRevisedChucksDec2014IBVVideo,NULL
29137,ENET30sRevisedChucksDec2014IBVVideo,NULL
29137,ERN30sRevisedChucksDec2014IBVVideo,NULL
29137,FOXN30sRevisedChucksDec2014IBVVideo,NULL
29137,XFIN30sRevisedChucksDec2014IBVVideo,NULL
29138,COXLMSCFT122214HIBVVideo,NULL
29138,ENETLMSCFT122214HIBVVideo,NULL
29138,ERNLMSCFT122214HIBVVideo,NULL
29138,FOXNLMSCFT122214HIBVVideo,NULL
29138,LMSCFT122214HIBVVideo,NULL
29138,XFINLMSCFT122214HIBVVideo,NULL
29139,160X600,NULL
29139,728X90,NULL
29140,160X600,NULL
29140,728X90,NULL
29141,Mobile,_BLe169a3d__
29142,DemoIBV,
29142,HyltonIBVVideoOnly,
29143,160X600,NULL
29143,728X90,NULL
29144,300x250Static,
29144,728x90Static,
29145,320x50Static,
29146,UNDERDELIVERYPTSBECarousel,NULL
29147,COXHVM1214BigFinishDecWranglerAL141210194IB,NULL
29147,ENETHVM1214BigFinishDecWranglerAL141210194IB,NULL
29147,ERNHVM1214BigFinishDecWranglerAL141210194IB,NULL
29147,FOXNHVM1214BigFinishDecWranglerAL141210194IB,NULL
29147,HVM1214BigFinishDecWranglerAL141210194IB,NULL
29147,XFINHVM1214BigFinishDecWranglerAL141210194IB,NULL
29148,COXHVM1214BigFinishDecPatriotAL141210193IBV,NULL
29148,ENETHVM1214BigFinishDecPatriotAL141210193IBV,NULL
29148,ERNHVM1214BigFinishDecPatriotAL141210193IBV,NULL
29148,FOXNHVM1214BigFinishDecPatriotAL141210193IBV,NULL
29148,HVM1214BigFinishDecPatriotAL141210193IBV,NULL
29148,XFINHVM1214BigFinishDecPatriotAL141210193IBV,NULL
29149,COXHVM1214BigFinishDecCompassAL141210192IBV,NULL
29149,ENETHVM1214BigFinishDecCompassAL141210192IBV,NULL
29149,ERNHVM1214BigFinishDecCompassAL141210192IBV,NULL
29149,FOXNHVM1214BigFinishDecCompassAL141210192IBV,NULL
29149,HVM1214BigFinishDecCompassAL141210192IBV,NULL
29149,XFINHVM1214BigFinishDecCompassAL141210192IBV,NULL
29150,COXHVM1214BigFinishDecRamQuadCabAL141210123,NULL
29150,ENETHVM1214BigFinishDecRamQuadCabAL141210123,NULL
29150,ERNHVM1214BigFinishDecRamQuadCabAL141210123,NULL
29150,FOXNHVM1214BigFinishDecRamQuadCabAL141210123,NULL
29150,HVM1214BigFinishDecRamQuadCabAL141210123,NULL
29150,XFINHVM1214BigFinishDecRamQuadCabAL141210123,NULL
29151,160X600,NULL
29152,COXHVM1214BigFinishDecRamCrewCabAL141210121,NULL
29152,ENETHVM1214BigFinishDecRamCrewCabAL141210121,NULL
29152,ERNHVM1214BigFinishDecRamCrewCabAL141210121,NULL
29152,FOXNHVM1214BigFinishDecRamCrewCabAL141210121,NULL
29152,HVM1214BigFinishDecRamCrewCabAL141210121,NULL
29152,XFINHVM1214BigFinishDecRamCrewCabAL141210121,NULL
29153,COXHVM1214BigFinishDecCherokeeAL141210119IB,NULL
29153,ENETHVM1214BigFinishDecCherokeeAL141210119IB,NULL
29153,ERNHVM1214BigFinishDecCherokeeAL141210119IB,NULL
29153,FOXNHVM1214BigFinishDecCherokeeAL141210119IB,NULL
29153,HVM1214BigFinishDecCherokeeAL141210119IB,NULL
29153,XFINHVM1214BigFinishDecCherokeeAL141210119IB,NULL
29154,COXHVM1214BigFinishDecDodgeDartAL14120984IB,NULL
29154,ENETHVM1214BigFinishDecDodgeDartAL14120984IB,NULL
29154,ERNHVM1214BigFinishDecDodgeDartAL14120984IB,NULL
29154,FOXNHVM1214BigFinishDecDodgeDartAL14120984IB,NULL
29154,HVM1214BigFinishDecDodgeDartAL14120984IB,NULL
29154,XFINHVM1214BigFinishDecDodgeDartAL14120984IB,NULL
29155,COXHVM1214BigFinishDecC200AL14120983IBVIBVV,NULL
29155,ENETHVM1214BigFinishDecC200AL14120983IBVIBVV,NULL
29155,ERNHVM1214BigFinishDecC200AL14120983IBVIBVV,NULL
29155,FOXNHVM1214BigFinishDecC200AL14120983IBVIBVV,NULL
29155,HVM1214BigFinishDecC200AL14120983IBVIBVV,NULL
29155,XFINHVM1214BigFinishDecC200AL14120983IBVIBVV,NULL
29156,COXHVM1214BigFinishDecGrandCherokeeR1AL1412,NULL
29156,ENETHVM1214BigFinishDecGrandCherokeeR1AL1412,NULL
29156,ERNHVM1214BigFinishDecGrandCherokeeR1AL1412,NULL
29156,FOXNHVM1214BigFinishDecGrandCherokeeR1AL1412,NULL
29156,HVM1214BigFinishDecGrandCherokeeR1AL1412,NULL
29156,XFINHVM1214BigFinishDecGrandCherokeeR1AL1412,NULL
29157,COXHVM1114BigFinishGiftAL14120967IBVIBVVide,NULL
29157,ENETHVM1114BigFinishGiftAL14120967IBVIBVVide,NULL
29157,ERNHVM1114BigFinishGiftAL14120967IBVIBVVide,NULL
29157,FOXNHVM1114BigFinishGiftAL14120967IBVIBVVide,NULL
29157,HVM1114BigFinishGiftAL14120967IBVIBVVide,NULL
29157,XFINHVM1114BigFinishGiftAL14120967IBVIBVVide,NULL
29158,Creative,_BLe3e8f34__
29159,COXHolidayWish2014IBV300x2,NULL
29159,ENETHolidayWish2014IBV300x2,NULL
29159,ERNHolidayWish2014IBV300x2,NULL
29159,FOXNHolidayWish2014IBV300x2,NULL
29159,HolidayWish2014IBV300x2,NULL
29159,XFINHolidayWish2014IBV300x2,NULL
29160,300x250,_BLd585fe3__
29161,300x250,_BL29e4aa8__
29162,BJsMiami300,
29162,BJSMiami728,
29162,BJsNYC300,
29162,BjsNYC728,
29163,160X600,NULL
29163,COX160X600,NULL
29163,ENET160X600,NULL
29163,ERN160X600,NULL
29163,FOXN160X600,NULL
29163,XFIN160X600,NULL
29164,160X600,NULL
29165,160X600,NULL
29165,320X50,_BLE44B69B2E9B__
29165,728X90,_BLCC9E0ADA0C7__
29166,160X600,NULL
29167,DemoCarousel,
29167,DemoIBV,
29168,160X600,NULL
29169,DemoIBV,
29170,GeoFence,_BL244f571__
29171,300x250,_BL11aaa92__
29172,300x250IBVOnly,
29173,SouthernVacation,
29174,160X600,NULL
29174,COX160X600,NULL
29174,ENET160X600,NULL
29174,ERN160X600,NULL
29174,FOXN160X600,NULL
29174,XFIN160X600,NULL
29175,300X250,NULL
29175,COX300X250,NULL
29175,ENET300X250,NULL
29175,ERN300X250,NULL
29175,FOXN300X250,NULL
29175,XFIN300X250,NULL
29176,300x250,_BLfd777ee__
29176,728x90,_BL0cc2176__
29177,ATLPortofino,_BL16da373__
29177,BIRMPortofino,_BL6f5d3f0__
29177,ClassicMultiPics,
29177,DemoCarousel,
29177,HOUSTONPortofino,_BLf18eee3__
29177,NASHVILLEPortofino,_BL2e4165a__
29177,Portofino2016,_BL2D5988E90B5__
29177,PortofinoIsland300x250NF,_BL2b749a4__
29177,PortofinoIslandClassic,_BL45fb1dc__
29177,STLPortofino,_BL3873217__
29178,160X600,NULL
29178,COX160X600,NULL
29178,ENET160X600,NULL
29178,ERN160X600,NULL
29178,FOXN160X600,NULL
29178,XFIN160X600,NULL
29179,AWIHLLYXfinAugDec14IBVVideo,NULL
29179,COXAWIHLLYXfinAugDec14IBVVideo,NULL
29179,ENETAWIHLLYXfinAugDec14IBVVideo,NULL
29179,ERNAWIHLLYXfinAugDec14IBVVideo,NULL
29179,FOXNAWIHLLYXfinAugDec14IBVVideo,NULL
29179,XFINAWIHLLYXfinAugDec14IBVVideo,NULL
29180,160X600,NULL
29180,300X250,NULL
29180,728X90,NULL
29181,DemoCarousel,
29182,300x250,_BL227ed04__
29183,COXMrRooterOnlineDecFeb2015IBV300x2,
29183,ENETMrRooterOnlineDecFeb2015IBV300x2,
